nama_usaha,alamat_usaha,badan_usaha,penanggung_jawab,wilayah,jenis_usaha
J - Wine,"Puri Casablanca Basement, Jl. Casablanca No. 1",PT. Mitra Putera Indonesia,Adji Aftab Rajramdhani,Jakarta Selatan,Restoran
J' Chef,"City Plaza LG-09, Jl. Jend. Gatot Subroto No. 42",,Johnny Cahyadi,Jakarta Selatan,Restoran
Jala-Jala,Jl. Prof. Dr. Satrio Kav. 18 RT007/RW004 Lt.3 Unit-09,CV. Inti Sari Laut,Suman Yamin,Jakarta Selatan,Restoran
Jala-Jala,Jl. Prof. Dr. Satrio Kav. 18 RT007/RW004 Lt.3 Unit-09,CV. Inti Sari Laut,Suman Yamin,Jakarta Selatan,Restoran
Jang Su De,Jl. Woltermonginsidi No. 83,PT. Hosell Jaya,Kandar Baswara,Jakarta Selatan,Restoran
Jang Su De,Jl. Woltermonginsidi No. 83,PT. Hosell Jaya,Kandar Baswara,Jakarta Selatan,Restoran
Jbs Café & Resto,"Jl. Kebayoran Baru No. 73 B-C, Velbak",PT. Jakarta Boxing Stadium,Indria Octavia Muaja,Jakarta Selatan,Restoran
Jc's Café,Jl. Jend. Sudirman Kav. 52-53,PT.Jasa Cipta Swadaya,Jessy Ria Sekeon,Jakarta Selatan,Restoran
Jc's Café,Jl. Jend. Sudirman Kav. 52-53,PT.Jasa Cipta Swadaya,Jessy Ria Sekeon,Jakarta Selatan,Restoran
Jimm's Sports Café,"Bellagio Boutique Mal, Jl. Mega Kuningan Barat",PT. Anugrah Sukses Pratama,William Gomez,Jakarta Selatan,Restoran
Jitlada Thai Cuisine,"Lotte Shopping Avenue, Jl. Prof. Dr. Satrio Kav. 3",-,Louis Larry,Jakarta Selatan,Restoran
Jittlada Thai Cuisine,"Mal Pondok Indah 2, Jl. Metro Pondok Indah",Louis Larry,Louis Larry,Jakarta Selatan,Restoran
Jittlada Thai Cuisine,Jl. Metro Pondok Indah,,Louis Larry,Jakarta Selatan,Restoran
Jj Royal Brasserie,Ciputra World Lotte Shopping Avenue LG-01-02,PT. Legenda Kuliner,Muhammad Rendhy Aditya,Jakarta Selatan,Restoran
Joe Smoker Bbq,Jl. Lingkar Mega Kuningan Kav. E.5.2 No. 1,PT. Mantako International Taste,Sammy Bolung,Jakarta Selatan,Restoran
Johnny Rockets,"Lotte Shopping Avenue, Jl. Prof. Dr. Satrio Kav. 3",PT. Riyanti Investama International,SB. Wiryanti Sukamdani,Jakarta Selatan,Restoran
Johnny Rockets,"Street Gallery PIM, Jl. Metro Pondok Indah Blok II",PT. Riyanti Investama International,S.B Wiryanti Sukamdani,Jakarta Selatan,Restoran
Julian Nyland,Jl. Kemang Selatan Raya No. 150,Yusuf SB,Yusuf SB,Jakarta Selatan,Restoran
Jun Njan,Jl. Sultan Iskandar Muda No. 35D,PT. Laris Sentosa Makmur,Lisdiana Setiarman,Jakarta Selatan,Restoran
Jun Njan,"Gandaria City, Jl. Sultan Iskandar Muda",PT. Jun Njan Express,Bong Kristin,Jakarta Selatan,Restoran
Jun Njan,"Pondok Indah Mall I Foodcourt Area 51, Jl. Metro Pondok Indah",PT. Laris Sentosa Makmur,Hendy Zanas,Jakarta Selatan,Restoran
Jun Njan,Jl. H.R. Rasuna Said,PT. Saputra Perkasa Abadi,Tjoe Wendy Saputra,Jakarta Selatan,Restoran
J-Wine,"Mal Pondok Indah 2, Jl. Metro Pondok Indah IV-T",PT. Mitra Putera Indonesia,Adji Aftab Rajramdhani,Jakarta Selatan,Restoran
K O I,Jl. Mahakam I No. 2,PT. Aneka Serba Boga,Amalia Pramesti,Jakarta Selatan,Restoran
K O I,Jl. Kemang Raya No. 72,PT. Aneka Serba Boga,Amalia Pramesti,Jakarta Selatan,Restoran
Kafe Anda,Jl. Jend. Gatot Subroto,,Dewi Mersitarini,Jakarta Selatan,Restoran
Kafe Batik,Jl. Iskandarsyah II No. 2,PT. Pasaraya Tosersajaya,Ahmad Dipoditiro,Jakarta Selatan,Restoran
Kafe Betawi,Jl. Prof. Dr. Satrio Kavling 18,PT. Citra Rasa Betawi,Johannes Paeddy W,Jakarta Selatan,Restoran
Kafe Betawi,"Mal Pondok Indah 2, Jl. Metro Pondok Indah",PT. Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,Restoran
Kafe Betawi,"Mall Kota Kasablanka, Jl. Casablanca Kav. 9-10",PT. Citra Rasa Betawi,Johannes Peddy W,Jakarta Selatan,Restoran
Kafe Betawi,"Gandaria City, Jl. Sultan Iskandar Muda No. 8",PT. Citra Rasa Betawi,Johannes Peddy W,Jakarta Selatan,Restoran
Kafe Betawi,"Gd. Setiabudi I, Jl. HR. Rasuna Said Kav. 62",PT.Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,Restoran
Kafe Betawi,Jl. Jend. Sudirman No. 52-53 BEJ,PT. Betawi Citra Rasa,Johannes Peddy W,Jakarta Selatan,Restoran
Kafe Betawi,"Plaza Pondok Indah, Jl. Metro Blok B/III/B",PT. Citra Rasa Betawi,Johannes Peddy W,Jakarta Selatan,Restoran
Kafe Betawi,"Kemang Village Mall, Jl. Kemang VI",PT. Citra Rasa Betawi,Johannes Peddy W,Jakarta Selatan,Restoran
Kafe Betawi,"Cilandak Town Square, Jl. TB.Simatupang",PT.Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,Restoran
Kafe Betawi,"SCBD, Jl. Jend.Sudirman No. 52-53",PT.Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,Restoran
Kafe Betawi,"Rasuna Epicentrum, Jl. HR. Rasuna Said",PT. Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,Restoran
Kafe Betawi,"Kuningan City Lt. LG Unit 28, Jl. Prof. Dr. Satrio Kav. 18, Setiabudi, Kuningan",PT. Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,Restoran
Kafe Excelso,"Blok M Plaza, Jl. Bulungan No. 76",,Indra Budiyono,Jakarta Selatan,Restoran
Kafe Regal,Jl. Metro Pondok Indah Lt. 2,PT. Wahana Boga Citarasa,Grace Dewi Brasali,Jakarta Selatan,Restoran
Kafe Regal,Jl. Mahakam I/6,PT. Wahana Boga Citarasa,Grace Dewi Brasali,Jakarta Selatan,Restoran
Kafe Regal,Jl. TB. Simatupang Kav. 17,PT. Wahana Boga Citarasa,Grace Dewi Brasali,Jakarta Selatan,Restoran
Kafe Regal,Jl. Mahakam I/6,PT. Wahana Boga Citarasa,Grace Dewi Brasali,Jakarta Selatan,Restoran
Kafe Victoria,Jl. Metro Pondok Indah,CV. Kacida Indah,Nyla Carola Sutirman,Jakarta Selatan,Restoran
Kafe Victoria,"Mal Pondok Indah 2, Jl. Metro Pondok Indah",CV. Kacida Indah,Nyla Carola Sutirman,Jakarta Selatan,Restoran
Kaffeine,"The Foundry N0. 8 Zone A SCBD Lot 8, Jl. Jend. Sudirman",PT. Sukses Citra Boga Dinamika,Jusdijanto Harsono,Jakarta Selatan,Restoran
Kaisen Dokoro Kaihomaru,"Apart. Golf Pondok Indah, Jl. Metro Pondok Indah",PT. Sanwa Indonesia,Pinnywati Chandra,Jakarta Selatan,Restoran
Kaisen Dokoro Kaihomaru,Jl. Melawai VI No. 23,PT. Sanwa Indonesia,Pinnywati Chandra,Jakarta Selatan,Restoran
Kampoeng Bangka,Jl. Panglima Polim No. 102,PT. F 200,Subhan,Jakarta Selatan,Restoran
Kampung Kemang,Jl. Kemang Raya RT010/RW005 No. 18,PT. Sakura Yasa Prima,Petrus Darwis,Jakarta Selatan,Restoran
Kana Restolounge,"Gd. The Landmark Centre I Ground Floor, Jl. Jend Sudirman Kav. 1",PT. Tirai Utama Perkasa,Baary Elmirfak Hatmadja,Jakarta Selatan,Restoran
Kappo Don,"Blok M, Jl. Melawai V No. 10",PT. Wakyo World Wide,S. Susilowati M.S,Jakarta Selatan,Restoran
Kashiwa,"Blok B, Jl. Melawai VIII No. 2A",PT. Echigoya Indonesia,Pinnywati Chandra,Jakarta Selatan,Restoran
Kazan Ramen Express,"Lotte Shopping Avenue Lt. 4F Unit FCS-03, Jl. Prof. Dr. Satrio Kav. 3-5, Karet Kuningan, Setiabudi",PT. Surya Kuliner Indonesia,Sucipto Antoni,Jakarta Selatan,Restoran
Kedai Dolsot,"Pacific Place Mal LG-99, Jl.Jend.Sudirman Kav. 5",PT. Tozy Sentosa,Sonja Suchyar,Jakarta Selatan,Restoran
Kedai Nyonya Bintuni,"Tebet Indrayana Square, Jl. MT. Haryono",PT. Prima Anugerah Sejahtera,Nio Paul Bernard,Jakarta Selatan,Restoran
Kedai Penang,Jl. HR. Rasuna Said Kav. 62,PT. Penang Setia Budi Sejahtera,Khairul Fitri,Jakarta Selatan,Restoran
Kedai Tiga Nyonya,Jl. MT. Haryono No. 8,PT. Prima Anugerah Sejahtera,Ang Siu Tjien,Jakarta Selatan,Restoran
Ke'ku:N Coffee Shop,"Tempo Scan Tower Lt. 2, Jl. HR. Rasuna Said Kav. 3-4",PT. Nirwana Nuansa Gemilang,Ivan Budiman Stamboel,Jakarta Selatan,Restoran
Kemang 58,Jl. Kemang Raya No. 58,PT. Tri Permata Lestari,Christine Chandra,Jakarta Selatan,Restoran
Kembang Goela,"Plaza Sentral, Jl. Jend. Sudirman Kav. 47-48",PT. Panca Sinar Kasih,Linny Adisubrata,Jakarta Selatan,Restoran
Kembang Kemangi,"Menara Jamsostek, Jl. Jend. Gatot Subroto Kav. 71-73 No. 38",PT. Marimbun Terus Maju,Anggie Nosye Rebecca Sitorus,Jakarta Selatan,Restoran
Kembang Lawang,"Pejaten Village, Jl. Warung jati Barat No. 39",CV. Modern Lifestyle,Ir. Andre Irawan,Jakarta Selatan,Restoran
Kembang Lawang,"Pejaten Village, Jl. Warung jati Barat No. 39",CV. Modern Lifestyle,Ir. Andre Irawan,Jakarta Selatan,Restoran
Kemistry,"Lotte Shopping Avenue Ciputra World 1 Jakarta, Jl. Prof. DR Satrio Kav 3 -5, Karet Kuningan ",PT. Global Development Perkasa,KARNA BRATA LESMANA,Jakarta Selatan,Restoran
Kenny Rogers Roaster,Jl. Casablanca Raya Kav. 88,PT. Boga Lestari Sentosa,Budi Purnama Utomo,Jakarta Selatan,Restoran
Kenny Rogers Roasters,Jl. Jend.Sudirman Kav. 52-53,PT. Boga Lestari Sentosa,Budhi Purnama,Jakarta Selatan,Restoran
Kenny Rogers Roasters,Jl. Metro Pondok Indah,PT. Boga Lestari Sentosa,Budhi Purnama Utomo,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Blok M Square, Jl. Melawai V  RT004/RW001",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. Lenteng Agung Raya RT003/RW006,PT. Fastfood Indonesia,Rudy Tanudjaya S,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Gandaria City, Jl. KH. M. Syafi'I Hadzami No. 8",PT. Fast Food Indonesia,Rudy Tanudjaya S,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. MT. Haryono No. 7,PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Pasaraya Manggarai, Jl. Sultan Agung",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Carrefour Lebak Bulus, Jl. Lebak Bulus Raya No. 8",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Mal Kota Kasablanca, Jl. Casablanka No. 89 RT007",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Mal Ambassador, Jl. Prof. Dr. Satrio No. 14, Kuningan",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. Kapten Tendean,PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Plaza Bintaro, Jl. Bintaro Utama I No. 1",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Gedung Carrefour, Jl. MT. Haryono Kav. 7",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"ITC Permata Hijau, Jl. Arteri Permata Hijau",PT. Fastfood Indonesia,Rudi Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Mal Kalibata, Jl. Kalibata Raya",PT. Fastfood Indonesia,Rudy Tanudjaja Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. Kemang Raya 14 ABC RT011/RW001,PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. Kalibata Raya,PT. Fastfood Indonesia,Rudy Tanudjaja Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Kalibata City Square, Jl. Kalibata Raya No. 1",PT. Fastfood Indonesia,Rudy Tanudjaya,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Plaza Blok M, Jl. Bulungan",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Basmar Plaza, Jl. Warung Buncit No. 106",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. Tebet Raya No. 10,PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. Metro Pondok Indah Sektor II Blok UA No. 44,PT.Fastfood Indonesia,Rudy. Tanudjaya. S,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Mal Blok M, Jl. Hasanudin Melawai II",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. Kalibata Raya No. 1,PT. Fastfood Indonesia,Rudy Tanudjaya,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Melawai Plaza, Jl. Melawai Raya No. 166 T-101",PT. Fastfood Indonesia,Rudi Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Pasaraya Grande, Jl. Iskandarsyah II/2",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. Bintaro Raya No. 16,PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,"Mal Pondok Indah Lt. 2, Jl. Metro Pondok Indah",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. MT. Haryono No. 7,PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,Restoran
Kentucky Fried Chicken,Jl. Bulungan I No. 64,PT.Fastfood Indonesia,Rudy Tanudjaya S,Jakarta Selatan,Restoran
Kentucky Fried Chicken ( Kfc ),Jl. Raya Ciledug No. 12 RT001/RW002,PT. Fast Food Indonesia. Tbk,Dalimin Juwono,Jakarta Selatan,Restoran
Ketjil Kitchen,Jl. Jend. Sudirman Lot.12,PT. Neo Langit Biru,Nunit Hertiana Wulandari,Jakarta Selatan,Restoran
Killiney Kopitiam,Jl. Metro Pondok Indah Blok III B,PT. Astha Jaya Visaindo,Eka Constantin Satria Soepardijono,Jakarta Selatan,Restoran
Killiney Kopitiam,Jl. Metro Pondok Indah Blok III B,PT. Astha Jaya Visaindo,Eka Constantin Satria Soepardijono,Jakarta Selatan,Restoran
Killiney Kopitiam,Jl. Casablanca Raya Kav. 88,,,Jakarta Selatan,Restoran
Killiney Kopitiam,Jl. Prof. Dr. Satrio,PT. Astha Jaya Visaindo,Eka Constantin Satria Soepardijono,Jakarta Selatan,Restoran
Kim Sat Gat,"Blok S, Jl. Senayan No. 29 ",PT. Idola Pesona Utama,Jen King Ngen,Jakarta Selatan,Restoran
Kin No Taki,"Plaza Semanggi, Jl. Jend. Sudirman Kav. 50",,,Jakarta Selatan,Restoran
Kin No Taki,"Plaza Semanggi, Jl. Jend. Sudirman Kav. 50",PT. Ryori Nusantara,Arifin Siman,Jakarta Selatan,Restoran
Kinara Kemang,Jl. Kemang Raya No. 78,PT. Darwaza Utama,Abdul Slam Tahir,Jakarta Selatan,Restoran
King Chef,Jl. Jend. Sudirman,KING CHEF,Eddy Halim,Jakarta Selatan,Restoran
King Chef,Jl. Jend. Sudirman,KING CHEF,Eddy Halim,Jakarta Selatan,Restoran
Kingkong,Jl. Panglima Polim Raya No. 51,PT. Kemilau Mustika,Nizmah,Jakarta Selatan,Restoran
Kinokawa Izakaya,Jl. Melawai IV No. 6,PT. Adiwira Sempana,Alimansyah Haliman,Jakarta Selatan,Restoran
Kira Kira Ginza,Jl. Melawai IX No. 30,PT. Duta Inti Boga,S. Susilowati,Jakarta Selatan,Restoran
Kirishima Kitchen,"Plaza Pondok Indah, Jl. Metro Pondok Indah I/UA",PT. Shimasentra Intirasa,Liliana Mulja,Jakarta Selatan,Restoran
Kitchen 18,Jl. Melawai VI No. 6A,PT. Cipta Daya Lestari,B. Agung Susilo Utomo,Jakarta Selatan,Restoran
Kitchenette,"Gd. Graha BIP, Jl. Jendral Gatot Subroto Kav. 23",PT. Kitchenette Lestari,Brian Ivan Sutanto,Jakarta Selatan,Restoran
Kiyadon Sushi,"Pacific Place Mal, Jl. Jend.Sudirman Kav. 52-53",PT. Kaiten Jaya Abadi,Ramon Benyamin Liando,Jakarta Selatan,Restoran
Koh-E-Noor,"Pasar Festival, Jl. HR. Rasuna Said Kav. C-22",PT. Koh-e-noor,Shahid Pervez Chaudhry,Jakarta Selatan,Restoran
Komachi,Jl. Melawai VIII No. 2 A Blok B3,PT.Mulia Alunannada Tama,Nizmah,Jakarta Selatan,Restoran
Komunal 88,Jl. Ampera Raya No. 5-6,PT. Komunal Kuliner Modern,Dahlia Zinnia Nizar,Jakarta Selatan,Restoran
Kopitiam,Jl. Lingkar Mega Kuningan Kav. E.3.2,PT. Bagus Kopitiam International,Norman Soelystio,Jakarta Selatan,Restoran
Kopitiam,Jl. Metro Pondok Indah Blok IIIB,PT. Bagus Kopitiam International,Norman Soelystio,Jakarta Selatan,Restoran
Kopitiam,"Gandaria City, Jl. Sultan Iskandar Muda",PT. Bagus Kopitiam International,Norman Soelystio,Jakarta Selatan,Restoran
Kopitiam Hd Wilwaukee,Jl. Marga Guna Raya Plaza 5 Blok D.2A-2B,PT. Multi Rasa Semesta,Sinatra Liman,Jakarta Selatan,Restoran
Kuekue,"Dharmawangsa Square The City Walk Lt. GF-30, Jl. Darmawangsa VI No. 5, Kebayoran Baru",PT. Kudapan Kaya Rasa,Nungky Laksmindra A,Jakarta Selatan,Restoran
Ku-Kai,Jl. Melawai VI No. 6A,PT. Cemerlang Indah Cahaya Abadi,Cynthia Ekayani Sanrima,Jakarta Selatan,Restoran
Ku-Kai,Jl. Melawai VI No. 6A,PT. Cemerlang Indah Cahaya Abadi,Cynthia Ekayani Sanrima,Jakarta Selatan,Restoran
Kuningan Village,Jl. Karbela Timur No. 62,PT. Kuningan Elok,Hanny Harjo,Jakarta Selatan,Restoran
Kyochon,"Pacific Place Mall Lt.4 Unit 57,69, Jl. Jend. Sudirman Kav. 52-53 ",PT. Kyochon Resto Indonesia,Ingrid Nurjanti F,Jakarta Selatan,Restoran
Kyochon Restaurant,"Mal Kota Kasablanca, Jl. Casablanca Kav. 9-10",PT. Kyochon Resto Indonesia,Inggrid Nurjanti F,Jakarta Selatan,Restoran
Kyochon Restaurant,"SCBD, Pacific Place Mall Unit L4-57 & L4-69 Lot. 3-5 ",PT. Kyochon Indonesia,Ingrid Nurjanti F,Jakarta Selatan,Restoran
Kyochon Restaurant,"Gandaria City, Jl. KH.M.Syafii Hadzami No. 8",PT. Kyochon Resto Indonesia,Ingrid Nurjanti F,Jakarta Selatan,Restoran
Kyoka,Jl. Melawai Raya No. 189 RT007/RW005,PT. Taiyoh Surya,Yvonne Winata,Jakarta Selatan,Restoran
Kyoka,Jl. Melawai Raya No. 189 RT007/RW005,PT. Taiyoh Surya,Yvonne Winata,Jakarta Selatan,Restoran
La Damansara Kopitiam,"Menara Karya, Jl. HR. Rasuna Said, Jakarta Selatan",PT.Tata Olah Primarasa,Danny Yuwono Siswanto,Jakarta Selatan,Restoran
La Luce,"Gd. Equity Tower C of 18 PARC SCBD, Jl. Jend. Sudirman Kav. 52-53",PT. Dwisatya Citarasa,Daniel Wardojo,Jakarta Selatan,Restoran
Larazeta,Jl. Tebet Barat Dalam Raya No. 17 RT008/RW003,PT. Larazeta Yusmar Sisters,Shalya Fyanola Yusuf,Jakarta Selatan,Restoran
Lattice,"Wisma Metropolitan I Lt. Basement, Jl. Jend. Sudirman Kav. 29-31, Karet, Setiabudi",PT. Boga Rembilan Sejati,Irene Affandy,Jakarta Selatan,Restoran
Lattice,"Wisma Metropolitan I Lt. Basement, Jl. Jend. Sudirman Kav. 29-31, Karet, Setiabudi",PT. Boga Rembilan Sejati,Irene Affandy,Jakarta Selatan,Restoran
Lau Mok Kopitiam,Jl. Jend. Gatot Subroto Kav. 9-11,PT. Kopitiam Sukses Selalu,Filinna,Jakarta Selatan,Restoran
Lau's Kopitiam,Jl. HR. Rasuna Said Kav. C.22,LAU'S KOPITIAM,Karkam Leo,Jakarta Selatan,Restoran
Lau's Kopitiam,Jl. HR. Rasuna Said Kav. 62,,Karkam Leo,Jakarta Selatan,Restoran
Lau's Kopitiam,Jl. Letjend. MT. Haryono Kav. 25 - 26 Lt. UG D3-5,Karkam Leo,Karkam Leo,Jakarta Selatan,Restoran
Lau's Kopitiam,Jl. HR. Rasuna Said Kav. C.22,LAU'S KOPITIAM,Karkam Leo,Jakarta Selatan,Restoran
Le Cirque,"Gd. Tempo Scan Tower Lt. 3, Jl. HR. Rasuna Said Kav. 3-4, Setiabudi",PT. Tempo Sentra Boga,Reza Susantina Tanojo,Jakarta Selatan,Restoran
Le Seminyak,Jl. Cipete Raya No. 3,PT. Nuansa Seni Boga,Adrie Limen,Jakarta Selatan,Restoran
Le Seminyak,Jl. Jend.Sudirman Kav. 52-53,PT.Nuansa Seni Boga,Adrie Limen,Jakarta Selatan,Restoran
Le Vintage Wine & Spirit,"Lotte Mart Kuningan City Lt. LG Unit LG-01, Jl. Prof. Dr. Satrio Kav. 18 Unit. LG-01, Karet Kuningan, Setiabudi",PT. Dima Hermitage Indonesia,Iskandar Budianto,Jakarta Selatan,Restoran
Le Vintage Wine & Spirit,"Lotte Mart Mall Dbest Fatmawati, Komp. Golden Fatmawati, Jl. RS. Fatmawati No. 15, Gandaria Selatan, Cilandak",PT. Dima Hermitage Indonesia,Iskandar Budianto,Jakarta Selatan,Restoran
Le Vintage Wine & Spirit,"Lotte Mart Gandaria City, Jl. Sultan Iskandar Muda",PT. Dima Sicily Internasional,Iskandar Budianto,Jakarta Selatan,Restoran
Le Vintage Wine & Spirit,"Lotte Mart La Codefin, Jl. Kemang Raya No. 8",PT. Dima Barossa Indonesia,Iskandar Budianto,Jakarta Selatan,Restoran
Le' Zzzat,"Gd. Bank Bali, Jl. Jend. Sudirman Kav. 27 ",PT. Sentosadhika Intibina,Triadi Hendro Saputro,Jakarta Selatan,Restoran
Lemon Tree,"Mega Kuningan Barat Kav. E4.3, Bellegio Boutique",PT. Graha Gemilang Sejahtera,Gunawan Satya Bhudi,Jakarta Selatan,Restoran
Levant,Jl. Benda Raya No. 12 A RT005/RW004,PT. Papa Ramon Indonesia,Y. Purwoko Ari P,Jakarta Selatan,Restoran
Level Ii ( Level Two ),"Gd. Semanggi Expo SCBD Lot. 8, Jl. Jend. Sudirman Kav. 52-53, Senayan, Kebayoran Baru",PT. Cantya Anzhana Mandiri,Raymond Ramanan,Jakarta Selatan,Restoran
Liberte French Brasserie,"Galeries Lafayete Pacific Place Level 2 (SCBD), Jl. Jend. Sudirman Kav. 52-53",PT. Culina Global Utama,Hendry Utomo,Jakarta Selatan,Restoran
Ling Ling,Jl. Lingkar Mega Kuningan Kav. E 3-2 No.1,PT. Postama Persada,Jastina Setiawan,Jakarta Selatan,Restoran
Lion Restaurant,Jl. Fatmawati Raya No. 5 A,Baskoro Wahyu Djatmiko,Baskoro Wahyu Djatmiko,Jakarta Selatan,Restoran
Liquid Exchange,"Epicentrum Walk Rasuna Epicentrum, Jl. H.R. Rasuna Said",PT. Multiboga Primarasa,Darmawan Narjadin,Jakarta Selatan,Restoran
Little Taiwan,"Gd. Kota Kasablanka 88, Jl. Casablanca Kav. 9-1",PT. Gilang Boga International,Alex Geraldo,Jakarta Selatan,Restoran
Little Takigawa,"Cilandak Town Square, Jl. TB. Simatupang Kav. 1",PT. Chala Boga Indonesia,Johansyah J Kameron,Jakarta Selatan,Restoran
Liv ; Taste Of Asian,"Plaza Semanggi, Jl. Jend.Sudirman Kav. 50 ",PT.Mahesa Prima Usaha,Titis Ekawati,Jakarta Selatan,Restoran
Loewy,"Shopping Oakwood, Jl. Lingkar Mega Kuningan Barat",PT. Entourage Selera Abadi,Hernando Basuki,Jakarta Selatan,Restoran
Lokananta Terace Resto,"Gandaria City Lt. Mainstreet UG M-U32A, Jl. Sultan Iskandar Muda",CV. Lokananta Teripta Indra,Chandra Hadi Junarto,Jakarta Selatan,Restoran
Lokananta Terace Resto,Jl. Panglima Polim II No. 2,CV. Lokananta Teripta Indah,Chandra Hadi Junarto,Jakarta Selatan,Restoran
Lollipop's Playland & Cafe,"Lotte Shopping Avenue Ciputra World Lt. 4 Unit, Jl. Prof. Dr. Satrio Kav. 3-5, Karet Kuningan, Setiabudi",PT. Kreasi Dunia Anak,Tonie Hartono Kadi,Jakarta Selatan,Restoran
Lollipop's Playland & Café,Jl. Sultan Iskandar Muda,PT. Lollipop Gandaria,Tonie Hartono Kadi,Jakarta Selatan,Restoran
Lollipop's Playland & Café,"Gandaria City, Jl. Sultan Iskandar Muda",PT. Lollipop Gandaria,Tonie Hartono Kadi,Jakarta Selatan,Restoran
Lot 8,Jl. Jend.Sudirman,PT. Graha Boga,Boedhi Sienarto,Jakarta Selatan,Restoran
Lotteria,"Komp. Golden Fatmawati, Jl. RS. Fatmawati No. 15 ",PT. Lotteria Indonesia,Lee Haekwan,Jakarta Selatan,Restoran
Lotus Court,Jl. Metro Pondok Indah Blok II BA 21-22,,Siswani Sudarsono,Jakarta Selatan,Restoran
Lulo Kitchen & Bar,Jl. Kemang Raya No. 20A,PT. Lulo Mitra Jaya Abadi,Audy Riri Mestika,Jakarta Selatan,Restoran
Luna Negra,"Plaza Bapindo, Jl. Jend. Sudirman Kav. 54-55",PT. Luna Negra,Eddy Indrayadi,Jakarta Selatan,Restoran
Lyrics,Jl. Kapten Tendean No. 45,,Syarief Kasim,Jakarta Selatan,Restoran
M D L,"Mal Kota Kasablanka, Jl. Casablanca Kav. 9-10",PT. Credo Boga Makmur,Adhitya Roberto Fransiscus,Jakarta Selatan,Restoran
M Point,Jl. Panglima Polim Raya No. 5-7,PT. Multi Point Sarana Sukses,Noor Bandi Djakaria,Jakarta Selatan,Restoran
Mabua Kafé,Jl. Ciputat Raya No. 123 RT001/RW008,PT. Mabua Kreasi Boga,Djonnie Rahmat,Jakarta Selatan,Restoran
Mad,"Gd. Lotte Shopping Avenue Lt. 4 Unit 4F-33 Ciputra World, Jl. Prof. Dr. Satrio Kav. 3-5, Karet Kuningan, Setiabudi",PT. Ming Cipta Rasa,Lie Tommy Irawan,Jakarta Selatan,Restoran
